날짜,노선,역,승차승객,하차승객,총 승객,승차-하차,월,일,요일
2022-01-01,일산선,대화,4677,4190,8867,487,1,1,토
2022-01-01,일산선,주엽,3259,3354,6613,-95,1,1,토
2022-01-01,일산선,정발산,3824,3861,7685,-37,1,1,토
2022-01-01,일산선,마두,2568,2642,5210,-74,1,1,토
2022-01-01,일산선,백석,4287,4281,8568,6,1,1,토
2022-01-01,일산선,대곡,721,534,1255,187,1,1,토
2022-01-01,일산선,화정,7575,7999,15574,-424,1,1,토
2022-01-01,일산선,원당,4609,4594,9203,15,1,1,토
2022-01-01,일산선,삼송,8752,8588,17340,164,1,1,토
2022-01-01,일산선,원흥,3952,3997,7949,-45,1,1,토
2022-01-01,우이신설선,신설동,791,844,1635,-53,1,1,토
2022-01-01,우이신설선,보문,741,656,1397,85,1,1,토
2022-01-01,우이신설선,성신여대입구(돈암),1771,2160,3931,-389,1,1,토
2022-01-01,우이신설선,정릉,1969,1772,3741,197,1,1,토
2022-01-01,우이신설선,북한산보국문,2808,2504,5312,304,1,1,토
2022-01-01,우이신설선,솔샘,2149,2052,4201,97,1,1,토
2022-01-01,우이신설선,삼양사거리,1183,1215,2398,-32,1,1,토
2022-01-01,우이신설선,삼양,934,985,1919,-51,1,1,토
2022-01-01,우이신설선,화계,1597,1464,3061,133,1,1,토
2022-01-01,우이신설선,가오리,1814,1754,3568,60,1,1,토
2022-01-01,우이신설선,4.19민주묘지,1374,1227,2601,147,1,1,토
2022-01-01,우이신설선,솔밭공원,1073,1012,2085,61,1,1,토
2022-01-01,우이신설선,북한산우이,2603,2554,5157,49,1,1,토
2022-01-01,안산선,수리산,1548,1470,3018,78,1,1,토
2022-01-01,안산선,오이도,5359,5296,10655,63,1,1,토
2022-01-01,안산선,정왕,4086,4310,8396,-224,1,1,토
2022-01-01,안산선,신길온천,869,821,1690,48,1,1,토
2022-01-01,안산선,안산,7473,7880,15353,-407,1,1,토
2022-01-01,안산선,초지,1778,1866,3644,-88,1,1,토
2022-01-01,안산선,고잔,3162,3166,6328,-4,1,1,토
2022-01-01,안산선,중앙,9574,9814,19388,-240,1,1,토
2022-01-01,안산선,한대앞,4099,4233,8332,-134,1,1,토
2022-01-01,안산선,상록수,7257,7467,14724,-210,1,1,토
2022-01-01,안산선,반월,1970,1970,3940,0,1,1,토
2022-01-01,안산선,대야미,2182,1982,4164,200,1,1,토
2022-01-01,안산선,산본,6805,6259,13064,546,1,1,토
2022-01-01,수인선,인천,1172,1569,2741,-397,1,1,토
2022-01-01,수인선,신포,1010,992,2002,18,1,1,토
2022-01-01,수인선,숭의,1636,1500,3136,136,1,1,토
2022-01-01,수인선,인하대,2640,2546,5186,94,1,1,토
2022-01-01,수인선,송도,1354,1324,2678,30,1,1,토
2022-01-01,수인선,연수,2297,2372,4669,-75,1,1,토
2022-01-01,수인선,원인재,2188,2402,4590,-214,1,1,토
2022-01-01,수인선,남동인더스파크,441,362,803,79,1,1,토
2022-01-01,수인선,호구포,1548,1489,3037,59,1,1,토
2022-01-01,수인선,인천논현,2600,2694,5294,-94,1,1,토
2022-01-01,수인선,소래포구,3911,3837,7748,74,1,1,토
2022-01-01,수인선,월곶,1348,1284,2632,64,1,1,토
2022-01-01,수인선,달월,38,55,93,-17,1,1,토
2022-01-01,수인선,사리,2162,1974,4136,188,1,1,토
2022-01-01,수인선,야목,152,122,274,30,1,1,토
2022-01-01,수인선,어천,427,416,843,11,1,1,토
2022-01-01,수인선,오목천,1239,1112,2351,127,1,1,토
2022-01-01,수인선,고색,1544,1512,3056,32,1,1,토
2022-01-01,분당선,매교,1075,1049,2124,26,1,1,토
2022-01-01,분당선,수원시청,6412,6209,12621,203,1,1,토
2022-01-01,분당선,매탄권선,2034,2085,4119,-51,1,1,토
2022-01-01,분당선,망포,5250,5034,10284,216,1,1,토
2022-01-01,분당선,영통,4036,3958,7994,78,1,1,토
2022-01-01,분당선,청명,1364,1469,2833,-105,1,1,토
2022-01-01,분당선,상갈,2335,2371,4706,-36,1,1,토
2022-01-01,분당선,기흥,3933,3873,7806,60,1,1,토
2022-01-01,분당선,신갈,1426,1522,2948,-96,1,1,토
2022-01-01,분당선,구성,1805,1908,3713,-103,1,1,토
2022-01-01,분당선,죽전,5099,5796,10895,-697,1,1,토
2022-01-01,분당선,보정,833,801,1634,32,1,1,토
2022-01-01,분당선,이매,2019,2134,4153,-115,1,1,토
2022-01-01,분당선,오리,4144,3475,7619,669,1,1,토
2022-01-01,분당선,미금,5774,6011,11785,-237,1,1,토
2022-01-01,분당선,정자,5621,5722,11343,-101,1,1,토
2022-01-01,분당선,수내,3887,3641,7528,246,1,1,토
2022-01-01,분당선,서현,11052,10765,21817,287,1,1,토
2022-01-01,분당선,야탑,9563,10027,19590,-464,1,1,토
2022-01-01,분당선,모란,8977,9270,18247,-293,1,1,토
2022-01-01,분당선,태평,6305,5972,12277,333,1,1,토
2022-01-01,분당선,가천대,2542,2988,5530,-446,1,1,토
2022-01-01,분당선,선정릉,1210,1218,2428,-8,1,1,토
2022-01-01,분당선,강남구청,2024,2355,4379,-331,1,1,토
2022-01-01,분당선,압구정로데오,5891,6496,12387,-605,1,1,토
2022-01-01,분당선,서울숲,3164,3292,6456,-128,1,1,토
2022-01-01,분당선,수원,4789,4007,8796,782,1,1,토
2022-01-01,분당선,수서,5513,5557,11070,-44,1,1,토
2022-01-01,분당선,대모산입구,1430,1409,2839,21,1,1,토
2022-01-01,분당선,개포동,1114,1121,2235,-7,1,1,토
2022-01-01,분당선,구룡,468,542,1010,-74,1,1,토
2022-01-01,분당선,도곡,1858,1799,3657,59,1,1,토
2022-01-01,분당선,한티,5769,5517,11286,252,1,1,토
2022-01-01,분당선,선릉,1980,2837,4817,-857,1,1,토
2022-01-01,과천선,범계,10536,10290,20826,246,1,1,토
2022-01-01,과천선,평촌,4657,4604,9261,53,1,1,토
2022-01-01,과천선,인덕원,8031,8303,16334,-272,1,1,토
2022-01-01,과천선,정부과천청사,3162,3153,6315,9,1,1,토
2022-01-01,과천선,과천,2325,2194,4519,131,1,1,토
2022-01-01,과천선,대공원,1856,1869,3725,-13,1,1,토
2022-01-01,과천선,경마공원,378,371,749,7,1,1,토
2022-01-01,과천선,선바위,2468,2233,4701,235,1,1,토
2022-01-01,공항철도 1호선,영종,1904,1839,3743,65,1,1,토
2022-01-01,공항철도 1호선,인천공항2터미널,1684,1522,3206,162,1,1,토
2022-01-01,공항철도 1호선,인천공항1터미널,3601,3377,6978,224,1,1,토
2022-01-01,공항철도 1호선,공항화물청사,1055,1057,2112,-2,1,1,토
2022-01-01,공항철도 1호선,운서,4110,4080,8190,30,1,1,토
2022-01-01,공항철도 1호선,청라국제도시,2333,2353,4686,-20,1,1,토
2022-01-01,공항철도 1호선,검암,2523,2697,5220,-174,1,1,토
2022-01-01,공항철도 1호선,계양,3715,3735,7450,-20,1,1,토
2022-01-01,공항철도 1호선,김포공항,8828,4204,13032,4624,1,1,토
2022-01-01,공항철도 1호선,마곡나루(서울식물원),1551,1591,3142,-40,1,1,토
2022-01-01,공항철도 1호선,디지털미디어시티,2655,2457,5112,198,1,1,토
2022-01-01,공항철도 1호선,홍대입구,6979,6898,13877,81,1,1,토
2022-01-01,공항철도 1호선,공덕,805,1177,1982,-372,1,1,토
2022-01-01,공항철도 1호선,서울역,4845,4299,9144,546,1,1,토
2022-01-01,경춘선,춘천,976,904,1880,72,1,1,토
2022-01-01,경춘선,남춘천,1573,1664,3237,-91,1,1,토
2022-01-01,경춘선,김유정,207,200,407,7,1,1,토
2022-01-01,경춘선,강촌,304,319,623,-15,1,1,토
2022-01-01,경춘선,백양리,326,255,581,71,1,1,토
2022-01-01,경춘선,굴봉산,118,122,240,-4,1,1,토
2022-01-01,경춘선,가평,1183,1126,2309,57,1,1,토
2022-01-01,경춘선,상천,151,146,297,5,1,1,토
2022-01-01,경춘선,청평,1089,1001,2090,88,1,1,토
2022-01-01,경춘선,대성리,391,247,638,144,1,1,토
2022-01-01,경춘선,마석,1805,1841,3646,-36,1,1,토
2022-01-01,경춘선,천마산,800,805,1605,-5,1,1,토
2022-01-01,경춘선,평내호평,2636,2550,5186,86,1,1,토
2022-01-01,경춘선,금곡,643,614,1257,29,1,1,토
2022-01-01,경춘선,사릉,1227,1256,2483,-29,1,1,토
2022-01-01,경춘선,퇴계원,1457,1421,2878,36,1,1,토
2022-01-01,경춘선,별내,1348,1285,2633,63,1,1,토
2022-01-01,경춘선,갈매,996,977,1973,19,1,1,토
2022-01-01,경춘선,신내,652,648,1300,4,1,1,토
2022-01-01,경인선,도화,1894,1826,3720,68,1,1,토
2022-01-01,경인선,중동,3811,3747,7558,64,1,1,토
2022-01-01,경인선,온수(성공회대입구),2784,2648,5432,136,1,1,토
2022-01-01,경인선,도원,1306,1401,2707,-95,1,1,토
2022-01-01,경인선,간석,2500,2449,4949,51,1,1,토
2022-01-01,경인선,부개,3717,3559,7276,158,1,1,토
2022-01-01,경인선,소사,3831,3896,7727,-65,1,1,토
2022-01-01,경인선,구일,2408,2385,4793,23,1,1,토
2022-01-01,경인선,인천,3511,2837,6348,674,1,1,토
2022-01-01,경인선,동인천,7494,7323,14817,171,1,1,토
2022-01-01,경인선,제물포,4285,4358,8643,-73,1,1,토
2022-01-01,경인선,주안,9520,8463,17983,1057,1,1,토
2022-01-01,경인선,동암,7406,7824,15230,-418,1,1,토
2022-01-01,경인선,백운,3037,3105,6142,-68,1,1,토
2022-01-01,경인선,부평,19542,21240,40782,-1698,1,1,토
2022-01-01,경인선,송내,9835,9716,19551,119,1,1,토
2022-01-01,경인선,부천,18252,18977,37229,-725,1,1,토
2022-01-01,경인선,역곡,11594,11696,23290,-102,1,1,토
2022-01-01,경인선,오류동,5400,5191,10591,209,1,1,토
2022-01-01,경인선,개봉,8815,9030,17845,-215,1,1,토
2022-01-01,경의선,임진강,56,73,129,-17,1,1,토
2022-01-01,경의선,문산,2792,2863,5655,-71,1,1,토
2022-01-01,경의선,파주,482,424,906,58,1,1,토
2022-01-01,경의선,월롱,757,813,1570,-56,1,1,토
2022-01-01,경의선,금촌,3655,3696,7351,-41,1,1,토
2022-01-01,경의선,금릉,2226,2242,4468,-16,1,1,토
2022-01-01,경의선,운정,2739,2779,5518,-40,1,1,토
2022-01-01,경의선,야당,4003,3880,7883,123,1,1,토
2022-01-01,경의선,풍산,2502,2511,5013,-9,1,1,토
2022-01-01,경의선,백마,2377,2411,4788,-34,1,1,토
2022-01-01,경의선,곡산,223,222,445,1,1,1,토
2022-01-01,경의선,능곡,1562,1524,3086,38,1,1,토
2022-01-01,경의선,행신,2954,3044,5998,-90,1,1,토
2022-01-01,경의선,강매,1078,1085,2163,-7,1,1,토
2022-01-01,경의선,화전,515,449,964,66,1,1,토
2022-01-01,경의선,수색,677,686,1363,-9,1,1,토
2022-01-01,경의선,디지털미디어시티,1025,905,1930,120,1,1,토
2022-01-01,경의선,가좌,2017,1980,3997,37,1,1,토
2022-01-01,경의선,홍대입구,1134,1294,2428,-160,1,1,토
2022-01-01,경의선,서강대,929,856,1785,73,1,1,토
2022-01-01,경의선,공덕,1251,1060,2311,191,1,1,토
2022-01-01,경의선,효창공원앞,934,1056,1990,-122,1,1,토
2022-01-01,경의선,신촌,181,212,393,-31,1,1,토
2022-01-01,경의선,서울역,687,726,1413,-39,1,1,토
2022-01-01,경원선,소요산,2218,1982,4200,236,1,1,토
2022-01-01,경원선,동두천,959,1154,2113,-195,1,1,토
2022-01-01,경원선,보산,883,991,1874,-108,1,1,토
2022-01-01,경원선,동두천중앙,1617,1626,3243,-9,1,1,토
2022-01-01,경원선,지행,3454,3406,6860,48,1,1,토
2022-01-01,경원선,덕정,2668,2576,5244,92,1,1,토
2022-01-01,경원선,덕계,1203,1182,2385,21,1,1,토
2022-01-01,경원선,양주,3605,3514,7119,91,1,1,토
2022-01-01,경원선,녹양,2000,2031,4031,-31,1,1,토
2022-01-01,경원선,가능,2996,2855,5851,141,1,1,토
2022-01-01,경원선,의정부,10507,10890,21397,-383,1,1,토
2022-01-01,경원선,회룡,5162,5301,10463,-139,1,1,토
2022-01-01,경원선,망월사,3245,3429,6674,-184,1,1,토
2022-01-01,경원선,도봉산,5421,3866,9287,1555,1,1,토
2022-01-01,경원선,도봉,2638,2480,5118,158,1,1,토
2022-01-01,경원선,방학,4376,4204,8580,172,1,1,토
2022-01-01,경원선,녹천,1934,1633,3567,301,1,1,토
2022-01-01,경원선,월계,2796,2675,5471,121,1,1,토
2022-01-01,경원선,광운대,3040,3166,6206,-126,1,1,토
2022-01-01,경원선,석계,3821,4189,8010,-368,1,1,토
2022-01-01,경원선,신이문,3480,3310,6790,170,1,1,토
2022-01-01,경원선,외대앞,3374,3345,6719,29,1,1,토
2022-01-01,경원선,청량리(서울시립대입구),9450,9171,18621,279,1,1,토
2022-01-01,경원선,왕십리(성동구청),7197,8126,15323,-929,1,1,토
2022-01-01,경원선,응봉,876,794,1670,82,1,1,토
2022-01-01,경원선,옥수,28,28,56,0,1,1,토
2022-01-01,경원선,한남,1487,1363,2850,124,1,1,토
2022-01-01,경원선,서빙고,750,695,1445,55,1,1,토
2022-01-01,경원선,이촌(국립중앙박물관),1274,1053,2327,221,1,1,토
2022-01-01,경부선,광명,1527,1276,2803,251,1,1,토
2022-01-01,경부선,서동탄,502,526,1028,-24,1,1,토
2022-01-01,경부선,당정,2205,2137,4342,68,1,1,토
2022-01-01,경부선,천안,3883,4082,7965,-199,1,1,토
2022-01-01,경부선,두정,2964,2944,5908,20,1,1,토
2022-01-01,경부선,직산,395,364,759,31,1,1,토
2022-01-01,경부선,성환,1878,1795,3673,83,1,1,토
2022-01-01,경부선,평택,8433,8221,16654,212,1,1,토
2022-01-01,경부선,평택지제,1715,1621,3336,94,1,1,토
2022-01-01,경부선,서정리,3572,3493,7065,79,1,1,토
2022-01-01,경부선,송탄,2889,2713,5602,176,1,1,토
2022-01-01,경부선,진위,627,568,1195,59,1,1,토
2022-01-01,경부선,오산,6174,6117,12291,57,1,1,토
2022-01-01,경부선,오산대,1757,1558,3315,199,1,1,토
2022-01-01,경부선,세마,1243,1182,2425,61,1,1,토
2022-01-01,경부선,병점,7334,7617,14951,-283,1,1,토
2022-01-01,경부선,세류,1498,1549,3047,-51,1,1,토
2022-01-01,경부선,독산,4704,4655,9359,49,1,1,토
2022-01-01,경부선,수원,24644,25858,50502,-1214,1,1,토
2022-01-01,경부선,화서,2910,2947,5857,-37,1,1,토
2022-01-01,경부선,성균관대,5914,6247,12161,-333,1,1,토
2022-01-01,경부선,의왕,3292,3300,6592,-8,1,1,토
2022-01-01,경부선,군포,2476,2230,4706,246,1,1,토
2022-01-01,경부선,금정,10218,10393,20611,-175,1,1,토
2022-01-01,경부선,명학,2482,2353,4835,129,1,1,토
2022-01-01,경부선,안양,10329,10440,20769,-111,1,1,토
2022-01-01,경부선,관악,3254,3061,6315,193,1,1,토
2022-01-01,경부선,석수,3675,3478,7153,197,1,1,토
2022-01-01,경부선,금천구청,4596,4650,9246,-54,1,1,토
2022-01-01,경부선,가산디지털단지,3643,5070,8713,-1427,1,1,토
2022-01-01,경부선,구로,7339,7617,14956,-278,1,1,토
2022-01-01,경부선,신길,3252,2893,6145,359,1,1,토
2022-01-01,경부선,신도림,1490,1275,2765,215,1,1,토
2022-01-01,경부선,영등포,24257,24411,48668,-154,1,1,토
2022-01-01,경부선,대방,4284,4259,8543,25,1,1,토
2022-01-01,경부선,노량진,5028,4908,9936,120,1,1,토
2022-01-01,경부선,용산,22345,22394,44739,-49,1,1,토
2022-01-01,경부선,남영,3089,3046,6135,43,1,1,토
2022-01-01,경부선,서울역,3983,1105,5088,2878,1,1,토
2022-01-01,경강선,여주,1329,1328,2657,1,1,1,토
2022-01-01,경강선,세종대왕릉,161,195,356,-34,1,1,토
2022-01-01,경강선,부발,1223,1233,2456,-10,1,1,토
2022-01-01,경강선,이천,1644,1720,3364,-76,1,1,토
2022-01-01,경강선,신둔도예촌,589,579,1168,10,1,1,토
2022-01-01,경강선,곤지암,1251,1182,2433,69,1,1,토
2022-01-01,경강선,초월,1169,1135,2304,34,1,1,토
2022-01-01,경강선,경기광주,2922,3062,5984,-140,1,1,토
2022-01-01,경강선,삼동,749,681,1430,68,1,1,토
2022-01-01,경강선,이매,519,317,836,202,1,1,토
2022-01-01,경강선,판교,1427,1260,2687,167,1,1,토
2022-01-01,9호선2~3단계,중앙보훈병원,2192,2310,4502,-118,1,1,토
2022-01-01,9호선2~3단계,둔촌오륜,301,293,594,8,1,1,토
2022-01-01,9호선2~3단계,올림픽공원(한국체대),5633,5455,11088,178,1,1,토
2022-01-01,9호선2~3단계,한성백제,931,822,1753,109,1,1,토
2022-01-01,9호선2~3단계,송파나루,2349,2546,4895,-197,1,1,토
2022-01-01,9호선2~3단계,석촌,3312,2852,6164,460,1,1,토
2022-01-01,9호선2~3단계,석촌고분,2375,2318,4693,57,1,1,토
2022-01-01,9호선2~3단계,삼전,2776,2658,5434,118,1,1,토
2022-01-01,9호선2~3단계,종합운동장,1485,1472,2957,13,1,1,토
2022-01-01,9호선2~3단계,봉은사,6418,6599,13017,-181,1,1,토
2022-01-01,9호선2~3단계,삼성중앙,1369,1342,2711,27,1,1,토
2022-01-01,9호선2~3단계,선정릉,1905,2062,3967,-157,1,1,토
2022-01-01,9호선2~3단계,언주,2197,2177,4374,20,1,1,토
2022-01-01,9호선,신논현,11872,11567,23439,305,1,1,토
2022-01-01,9호선,사평,1135,1165,2300,-30,1,1,토
2022-01-01,9호선,고속터미널,5747,8054,13801,-2307,1,1,토
2022-01-01,9호선,신반포,915,923,1838,-8,1,1,토
2022-01-01,9호선,구반포,374,367,741,7,1,1,토
2022-01-01,9호선,동작(현충원),979,871,1850,108,1,1,토
2022-01-01,9호선,흑석(중앙대입구),2765,2866,5631,-101,1,1,토
2022-01-01,9호선,노들,1846,1592,3438,254,1,1,토
2022-01-01,9호선,노량진,11914,12084,23998,-170,1,1,토
2022-01-01,9호선,샛강,1321,1284,2605,37,1,1,토
2022-01-01,9호선,여의도,4901,4639,9540,262,1,1,토
2022-01-01,9호선,국회의사당,2450,2192,4642,258,1,1,토
2022-01-01,9호선,당산,6380,6129,12509,251,1,1,토
2022-01-01,9호선,선유도,2097,2041,4138,56,1,1,토
2022-01-01,9호선,신목동,1286,1123,2409,163,1,1,토
2022-01-01,9호선,염창,6195,6059,12254,136,1,1,토
2022-01-01,9호선,등촌,3980,4040,8020,-60,1,1,토
2022-01-01,9호선,증미,2496,2544,5040,-48,1,1,토
2022-01-01,9호선,가양,7454,7393,14847,61,1,1,토
2022-01-01,9호선,양천향교,3038,3065,6103,-27,1,1,토
2022-01-01,9호선,마곡나루(서울식물원),3936,3840,7776,96,1,1,토
2022-01-01,9호선,신방화,2613,2658,5271,-45,1,1,토
2022-01-01,9호선,공항시장,1414,1491,2905,-77,1,1,토
2022-01-01,9호선,김포공항,5785,7500,13285,-1715,1,1,토
2022-01-01,9호선,개화,888,806,1694,82,1,1,토
2022-01-01,8호선,남위례,1367,1592,2959,-225,1,1,토
2022-01-01,8호선,모란,2208,1927,4135,281,1,1,토
2022-01-01,8호선,수진,2462,2262,4724,200,1,1,토
2022-01-01,8호선,신흥,2273,2602,4875,-329,1,1,토
2022-01-01,8호선,단대오거리,4316,4142,8458,174,1,1,토
2022-01-01,8호선,남한산성입구(성남법원.검찰청),5323,5004,10327,319,1,1,토
2022-01-01,8호선,산성,2435,2447,4882,-12,1,1,토
2022-01-01,8호선,복정,3374,3023,6397,351,1,1,토
2022-01-01,8호선,장지,7522,7404,14926,118,1,1,토
2022-01-01,8호선,문정,3686,3717,7403,-31,1,1,토
2022-01-01,8호선,가락시장,2644,2828,5472,-184,1,1,토
2022-01-01,8호선,송파,2576,2707,5283,-131,1,1,토
2022-01-01,8호선,석촌,3107,3797,6904,-690,1,1,토
2022-01-01,8호선,잠실(송파구청),8337,9287,17624,-950,1,1,토
2022-01-01,8호선,몽촌토성(평화의문),2779,2571,5350,208,1,1,토
2022-01-01,8호선,강동구청,3371,3526,6897,-155,1,1,토
2022-01-01,8호선,천호(풍납토성),6431,7632,14063,-1201,1,1,토
2022-01-01,8호선,암사,6855,6471,13326,384,1,1,토
2022-01-01,7호선,부평구청,1,0,1,1,1,1,토
2022-01-01,7호선,굴포천,2,0,2,2,1,1,토
2022-01-01,7호선,부천시청,1,0,1,1,1,1,토
2022-01-01,7호선,신중동,3,0,3,3,1,1,토
2022-01-01,7호선,온수(성공회대입구),2839,3001,5840,-162,1,1,토
2022-01-01,7호선,천왕,3682,3662,7344,20,1,1,토
2022-01-01,7호선,광명사거리,9727,9687,19414,40,1,1,토
2022-01-01,7호선,철산,7963,8160,16123,-197,1,1,토
2022-01-01,7호선,가산디지털단지,9016,7932,16948,1084,1,1,토
2022-01-01,7호선,남구로,5309,5399,10708,-90,1,1,토
2022-01-01,7호선,대림(구로구청),5540,5581,11121,-41,1,1,토
2022-01-01,7호선,신풍,4307,4136,8443,171,1,1,토
2022-01-01,7호선,보라매,3071,2998,6069,73,1,1,토
2022-01-01,7호선,신대방삼거리,6131,5963,12094,168,1,1,토
2022-01-01,7호선,장승배기,3472,3561,7033,-89,1,1,토
2022-01-01,7호선,상도,3968,3758,7726,210,1,1,토
2022-01-01,7호선,숭실대입구(살피재),3870,4157,8027,-287,1,1,토
2022-01-01,7호선,남성,4096,3940,8036,156,1,1,토
2022-01-01,7호선,이수,5921,5493,11414,428,1,1,토
2022-01-01,7호선,내방,3514,3427,6941,87,1,1,토
2022-01-01,7호선,고속터미널,6805,4829,11634,1976,1,1,토
2022-01-01,7호선,반포,2099,2027,4126,72,1,1,토
2022-01-01,7호선,논현,4681,4739,9420,-58,1,1,토
2022-01-01,7호선,학동,3245,3172,6417,73,1,1,토
2022-01-01,7호선,강남구청,3317,3470,6787,-153,1,1,토
2022-01-01,7호선,청담,4282,4279,8561,3,1,1,토
