노선,승차승객,하차승객,총 승객,승차-하차,월,일,요일
11,10472,9460,19932,1012,9,8,3
9,9788,8197,17985,1591,9,8,3
7,8036,9373,17409,-1337,9,8,3
9,7010,6398,13408,612,9,8,3
18,13302,19931,33233,-6629,9,8,3
1,56048,49332,105380,6716,9,8,3
17,8777,7524,16301,1253,9,8,3
8,9281,8316,17597,965,9,8,3
18,7940,8405,16345,-465,9,8,3
9,10889,11281,22170,-392,9,8,3
11,18461,16806,35267,1655,9,8,3
1,38626,42579,81205,-3953,9,8,3
22,4150,4597,8747,-447,9,8,3
3,24918,22551,47469,2367,9,8,3
11,8590,7137,15727,1453,9,8,3
11,3761,3843,7604,-82,9,8,3
11,3543,3280,6823,263,9,8,3
10,397,429,826,-32,9,8,3
19,6226,6404,12630,-178,9,8,3
14,9818,9817,19635,1,9,8,3
12,2640,2531,5171,109,9,8,3
22,2860,2599,5459,261,9,8,3
22,6425,5835,12260,590,9,8,3
14,29785,30214,59999,-429,9,8,3
19,2565,2452,5017,113,9,8,3
4,7026,6341,13367,685,9,8,3
11,6338,5340,11678,998,9,8,3
7,9084,8732,17816,352,9,8,3
9,5441,5709,11150,-268,9,8,3
18,14641,14841,29482,-200,9,8,3
6,13888,13558,27446,330,9,8,3
21,4476,3466,7942,1010,9,8,3
13,2962,2999,5961,-37,9,8,3
18,14636,17246,31882,-2610,9,8,3
2,18163,20279,38442,-2116,9,8,3
11,45794,52663,98457,-6869,9,8,3
18,10134,8799,18933,1335,9,8,3
18,14225,16437,30662,-2212,9,8,3
3,37530,37186,74716,344,9,8,3
7,5806,5207,11013,599,9,8,3
3,16544,15337,31881,1207,9,8,3
6,17720,16431,34151,1289,9,8,3
19,4435,3956,8391,479,9,8,3
1,24061,23066,47127,995,9,8,3
0,24680,24317,48997,363,9,8,3
18,5052,5089,10141,-37,9,8,3
4,7068,7123,14191,-55,9,8,3
4,4620,4301,8921,319,9,8,3
11,9825,7901,17726,1924,9,8,3
21,2123,1966,4089,157,9,8,3
15,2396,2272,4668,124,9,8,3
5,1,0,1,1,9,8,3
8,33012,32397,65409,615,9,8,3
1,1859,1855,3714,4,9,8,3
5,8671,8197,16868,474,9,8,3
1,15644,15767,31411,-123,9,8,3
1,27384,24779,52163,2605,9,8,3
6,16951,15092,32043,1859,9,8,3
11,4426,4377,8803,49,9,8,3
1,51727,51792,103519,-65,9,8,3
10,2103,1876,3979,227,9,8,3
1,62779,56237,119016,6542,9,8,3
20,1671,2135,3806,-464,9,8,3
8,4675,3749,8424,926,9,8,3
8,4171,4116,8287,55,9,8,3
8,7508,7066,14574,442,9,8,3
2,30573,32467,63040,-1894,9,8,3
1,3891,3422,7313,469,9,8,3
22,2359,2253,4612,106,9,8,3
0,15293,13793,29086,1500,9,8,3
3,17117,19407,36524,-2290,9,8,3
25,213,206,419,7,9,8,3
12,9385,8482,17867,903,9,8,3
4,14913,11660,26573,3253,9,8,3
1,11284,11318,22602,-34,9,8,3
24,5422,3343,8765,2079,9,8,3
1,43659,42354,86013,1305,9,8,3
13,1328,1513,2841,-185,9,8,3
19,2029,2146,4175,-117,9,8,3
6,12597,11621,24218,976,9,8,3
7,4592,5004,9596,-412,9,8,3
3,30976,28202,59178,2774,9,8,3
24,3789,3371,7160,418,9,8,3
24,5996,6501,12497,-505,9,8,3
25,755,751,1506,4,9,8,3
4,15951,14603,30554,1348,9,8,3
1,12077,10913,22990,1164,9,8,3
2,21483,21961,43444,-478,9,8,3
21,13484,13438,26922,46,9,8,3
5,18171,16168,34339,2003,9,8,3
11,29445,30111,59556,-666,9,8,3
7,20392,17708,38100,2684,9,8,3
2,34531,37039,71570,-2508,9,8,3
18,20948,24326,45274,-3378,9,8,3
4,7004,6651,13655,353,9,8,3
13,9042,9597,18639,-555,9,8,3
19,497,384,881,113,9,8,3
18,28772,31777,60549,-3005,9,8,3
2,14169,13436,27605,733,9,8,3
5,4137,3867,8004,270,9,8,3
25,2185,2191,4376,-6,9,8,3
25,3419,3010,6429,409,9,8,3
2,39980,40944,80924,-964,9,8,3
25,740,635,1375,105,9,8,3
12,8999,8748,17747,251,9,8,3
1,7456,7805,15261,-349,9,8,3
8,10625,10152,20777,473,9,8,3
25,4256,4978,9234,-722,9,8,3
4,7927,7273,15200,654,9,8,3
6,21167,20323,41490,844,9,8,3
19,1326,1100,2426,226,9,8,3
9,11670,11037,22707,633,9,8,3
4,15791,16870,32661,-1079,9,8,3
8,30415,28344,58759,2071,9,8,3
4,28976,31660,60636,-2684,9,8,3
10,3214,3819,7033,-605,9,8,3
14,32615,31754,64369,861,9,8,3
1,51820,57616,109436,-5796,9,8,3
5,4044,4509,8553,-465,9,8,3
19,5028,5196,10224,-168,9,8,3
2,39780,37512,77292,2268,9,8,3
5,2,0,2,2,9,8,3
8,19385,17655,37040,1730,9,8,3
11,44569,46974,91543,-2405,9,8,3
1,22405,23057,45462,-652,9,8,3
4,4294,4218,8512,76,9,8,3
4,10803,10702,21505,101,9,8,3
16,3825,4042,7867,-217,9,8,3
18,11051,10405,21456,646,9,8,3
2,6486,5761,12247,725,9,8,3
4,3878,3974,7852,-96,9,8,3
14,13205,11368,24573,1837,9,8,3
18,12865,10341,23206,2524,9,8,3
4,23324,26029,49353,-2705,9,8,3
19,5424,4332,9756,1092,9,8,3
25,335,385,720,-50,9,8,3
11,13769,13551,27320,218,9,8,3
11,4812,4509,9321,303,9,8,3
21,9388,9907,19295,-519,9,8,3
2,10028,10034,20062,-6,9,8,3
12,78,52,130,26,9,8,3
6,11817,10772,22589,1045,9,8,3
14,8153,7558,15711,595,9,8,3
24,4613,5493,10106,-880,9,8,3
9,6793,6706,13499,87,9,8,3
4,5032,4212,9244,820,9,8,3
4,4690,5610,10300,-920,9,8,3
12,18185,18553,36738,-368,9,8,3
1,19126,14809,33935,4317,9,8,3
12,11839,10717,22556,1122,9,8,3
1,3688,3486,7174,202,9,8,3
1,2937,2877,5814,60,9,8,3
6,6479,6143,12622,336,9,8,3
25,1810,2435,4245,-625,9,8,3
11,40764,49565,90329,-8801,9,8,3
4,16617,16160,32777,457,9,8,3
25,720,727,1447,-7,9,8,3
16,8730,8308,17038,422,9,8,3
13,8229,7696,15925,533,9,8,3
23,12318,11615,23933,703,9,8,3
25,391,433,824,-42,9,8,3
19,4915,5298,10213,-383,9,8,3
23,12362,11262,23624,1100,9,8,3
12,8335,7561,15896,774,9,8,3
5,14619,13453,28072,1166,9,8,3
19,3348,3114,6462,234,9,8,3
5,5234,5517,10751,-283,9,8,3
13,4208,2447,6655,1761,9,8,3
1,23727,24485,48212,-758,9,8,3
2,11131,11313,22444,-182,9,8,3
1,14103,14289,28392,-186,9,8,3
4,6462,6894,13356,-432,9,8,3
1,44948,46158,91106,-1210,9,8,3
12,2224,1786,4010,438,9,8,3
5,19079,18224,37303,855,9,8,3
11,10182,9606,19788,576,9,8,3
12,21164,23483,44647,-2319,9,8,3
1,20224,19490,39714,734,9,8,3
18,6213,5856,12069,357,9,8,3
10,1339,1174,2513,165,9,8,3
6,17018,15850,32868,1168,9,8,3
10,3456,3980,7436,-524,9,8,3
12,4316,3306,7622,1010,9,8,3
3,8140,8969,17109,-829,9,8,3
5,12674,17026,29700,-4352,9,8,3
17,25555,26298,51853,-743,9,8,3
14,3806,2827,6633,979,9,8,3
19,1131,1748,2879,-617,9,8,3
16,7577,7747,15324,-170,9,8,3
16,3810,3587,7397,223,9,8,3
19,6185,6878,13063,-693,9,8,3
19,9196,8022,17218,1174,9,8,3
13,11621,11925,23546,-304,9,8,3
2,11059,10356,21415,703,9,8,3
13,15,20,35,-5,9,8,3
7,15167,18464,33631,-3297,9,8,3
1,76382,78773,155155,-2391,9,8,3
1,15988,15190,31178,798,9,8,3
1,24652,25276,49928,-624,9,8,3
2,5450,5105,10555,345,9,8,3
6,9907,9146,19053,761,9,8,3
6,2386,997,3383,1389,9,8,3
7,17522,16070,33592,1452,9,8,3
4,19467,18816,38283,651,9,8,3
22,5855,5350,11205,505,9,8,3
23,7494,8118,15612,-624,9,8,3
17,11333,11549,22882,-216,9,8,3
21,13099,12004,25103,1095,9,8,3
18,19507,20596,40103,-1089,9,8,3
0,21622,22079,43701,-457,9,8,3
14,12634,11691,24325,943,9,8,3
0,36404,35575,71979,829,9,8,3
4,12824,13892,26716,-1068,9,8,3
2,10382,12495,22877,-2113,9,8,3
0,26741,24599,51340,2142,9,8,3
0,24831,24328,49159,503,9,8,3
9,4878,5053,9931,-175,9,8,3
1,27110,30912,58022,-3802,9,8,3
14,22283,20249,42532,2034,9,8,3
23,9683,10188,19871,-505,9,8,3
18,17736,18663,36399,-927,9,8,3
6,15865,14029,29894,1836,9,8,3
6,12530,11161,23691,1369,9,8,3
14,10280,9622,19902,658,9,8,3
25,6434,5803,12237,631,9,8,3
21,20929,23646,44575,-2717,9,8,3
9,11574,10122,21696,1452,9,8,3
6,11695,11050,22745,645,9,8,3
8,8387,7767,16154,620,9,8,3
5,10863,10442,21305,421,9,8,3
23,1,0,1,1,9,8,3
2,5668,5260,10928,408,9,8,3
25,75,92,167,-17,9,8,3
12,7780,8168,15948,-388,9,8,3
11,1125,1125,2250,0,9,8,3
11,2179,1749,3928,430,9,8,3
12,1,0,1,1,9,8,3
3,27969,30698,58667,-2729,9,8,3
5,4032,3453,7485,579,9,8,3
15,1845,1754,3599,91,9,8,3
11,11261,10255,21516,1006,9,8,3
6,12583,11686,24269,897,9,8,3
7,15716,18469,34185,-2753,9,8,3
4,19853,19955,39808,-102,9,8,3
6,23655,24599,48254,-944,9,8,3
4,4075,3661,7736,414,9,8,3
5,3833,3949,7782,-116,9,8,3
6,20154,22285,42439,-2131,9,8,3
16,7663,7623,15286,40,9,8,3
0,25257,25784,51041,-527,9,8,3
12,20136,22052,42188,-1916,9,8,3
18,5084,4752,9836,332,9,8,3
15,1805,2160,3965,-355,9,8,3
10,3773,3471,7244,302,9,8,3
21,5720,6141,11861,-421,9,8,3
3,21142,22932,44074,-1790,9,8,3
15,3145,2195,5340,950,9,8,3
3,30561,30446,61007,115,9,8,3
2,1,0,1,1,9,8,3
1,10189,10655,20844,-466,9,8,3
4,4917,4860,9777,57,9,8,3
13,8782,8710,17492,72,9,8,3
24,1352,1138,2490,214,9,8,3
6,10668,9567,20235,1101,9,8,3
5,6427,6869,13296,-442,9,8,3
18,15179,14374,29553,805,9,8,3
15,3796,3590,7386,206,9,8,3
13,1712,1265,2977,447,9,8,3
10,5759,5728,11487,31,9,8,3
25,1003,1035,2038,-32,9,8,3
15,7066,7624,14690,-558,9,8,3
17,18273,17956,36229,317,9,8,3
11,18704,19233,37937,-529,9,8,3
11,5758,5060,10818,698,9,8,3
13,6720,6510,13230,210,9,8,3
6,19574,18073,37647,1501,9,8,3
4,6345,6077,12422,268,9,8,3
4,7800,7554,15354,246,9,8,3
4,4531,4531,9062,0,9,8,3
6,24124,25325,49449,-1201,9,8,3
2,1888,1905,3793,-17,9,8,3
5,9691,11782,21473,-2091,9,8,3
12,4665,4343,9008,322,9,8,3
21,12233,11935,24168,298,9,8,3
3,16797,15251,32048,1546,9,8,3
9,2662,2262,4924,400,9,8,3
1,16003,16893,32896,-890,9,8,3
18,16364,17440,33804,-1076,9,8,3
1,33163,37028,70191,-3865,9,8,3
5,14426,14376,28802,50,9,8,3
4,8803,7525,16328,1278,9,8,3
13,9640,9198,18838,442,9,8,3
3,39630,37719,77349,1911,9,8,3
19,4608,4467,9075,141,9,8,3
1,65035,71959,136994,-6924,9,8,3
13,2215,2627,4842,-412,9,8,3
16,12473,12441,24914,32,9,8,3
2,19709,18367,38076,1342,9,8,3
22,3853,3470,7323,383,9,8,3
4,31126,27772,58898,3354,9,8,3
5,14675,10420,25095,4255,9,8,3
11,8882,8769,17651,113,9,8,3
13,3697,3112,6809,585,9,8,3
23,17968,18605,36573,-637,9,8,3
25,34545,29012,63557,5533,9,8,3
12,13506,13681,27187,-175,9,8,3
3,25223,26039,51262,-816,9,8,3
5,8131,7562,15693,569,9,8,3
13,3534,3652,7186,-118,9,8,3
8,11755,11283,23038,472,9,8,3
22,4727,4591,9318,136,9,7,2
12,7611,7204,14815,407,9,7,2
2,10564,10467,21031,97,9,7,2
7,8991,10103,19094,-1112,9,7,2
6,48414,48525,96939,-111,9,7,2
11,20301,23229,43530,-2928,9,7,2
8,24161,23235,47396,926,9,7,2
22,4744,4613,9357,131,9,7,2
13,6918,6287,13205,631,9,7,2
18,13793,14443,28236,-650,9,7,2
15,1671,1555,3226,116,9,7,2
14,6618,6155,12773,463,9,7,2
15,3086,2805,5891,281,9,7,2
1,89322,86727,176049,2595,9,7,2
18,11055,12811,23866,-1756,9,7,2
6,19152,21152,40304,-2000,9,7,2
4,20356,19425,39781,931,9,7,2
7,11702,11807,23509,-105,9,7,2
13,3750,3221,6971,529,9,7,2
1,32643,32373,65016,270,9,7,2
4,5286,5033,10319,253,9,7,2
15,489,474,963,15,9,7,2
4,7213,7415,14628,-202,9,7,2
14,23817,23058,46875,759,9,7,2
18,4768,4877,9645,-109,9,7,2
8,3061,2027,5088,1034,9,7,2
4,6362,5961,12323,401,9,7,2
4,11515,10861,22376,654,9,7,2
6,15217,15538,30755,-321,9,7,2
1,38492,41146,79638,-2654,9,7,2
16,7327,7170,14497,157,9,7,2
10,9116,8291,17407,825,9,7,2
17,2122,2120,4242,2,9,7,2
2,26434,26599,53033,-165,9,7,2
2,8128,8012,16140,116,9,7,2
16,12894,11525,24419,1369,9,7,2
4,11145,11076,22221,69,9,7,2
5,10851,10526,21377,325,9,7,2
19,5367,5051,10418,316,9,7,2
6,15952,15258,31210,694,9,7,2
2,44877,50579,95456,-5702,9,7,2
8,13945,19514,33459,-5569,9,7,2
21,10149,9501,19650,648,9,7,2
13,703,723,1426,-20,9,7,2
10,2515,2437,4952,78,9,7,2
5,20932,20398,41330,534,9,7,2
4,16035,16899,32934,-864,9,7,2
13,3999,3654,7653,345,9,7,2
16,2766,3357,6123,-591,9,7,2
6,13959,13612,27571,347,9,7,2
8,3241,3455,6696,-214,9,7,2
16,2343,2550,4893,-207,9,7,2
17,7329,6758,14087,571,9,7,2
11,8442,7867,16309,575,9,7,2
20,3130,3203,6333,-73,9,7,2
4,15404,13729,29133,1675,9,7,2
11,3600,3553,7153,47,9,7,2
6,24743,24518,49261,225,9,7,2
12,10509,10210,20719,299,9,7,2
4,35167,36808,71975,-1641,9,7,2
5,10550,10182,20732,368,9,7,2
2,17020,11139,28159,5881,9,7,2
1,38185,43249,81434,-5064,9,7,2
11,20022,20643,40665,-621,9,7,2
1,65128,65081,130209,47,9,7,2
18,2693,2621,5314,72,9,7,2
25,15261,15342,30603,-81,9,7,2
8,1317,1340,2657,-23,9,7,2
5,8952,6563,15515,2389,9,7,2
18,5710,5865,11575,-155,9,7,2
1,26143,25129,51272,1014,9,7,2
14,8203,7856,16059,347,9,7,2
2,23374,22478,45852,896,9,7,2
25,883,825,1708,58,9,7,2
8,19311,20095,39406,-784,9,7,2
6,16414,12910,29324,3504,9,7,2
4,12437,13458,25895,-1021,9,7,2
11,8396,8036,16432,360,9,7,2
15,128,123,251,5,9,7,2
4,10863,10046,20909,817,9,7,2
15,1599,1639,3238,-40,9,7,2
13,5608,5410,11018,198,9,7,2
11,30234,30856,61090,-622,9,7,2
11,13117,12951,26068,166,9,7,2
13,7396,7291,14687,105,9,7,2
2,8938,8140,17078,798,9,7,2
18,12292,11620,23912,672,9,7,2
4,9033,9337,18370,-304,9,7,2
3,25593,25721,51314,-128,9,7,2
15,306,339,645,-33,9,7,2
16,9699,7402,17101,2297,9,7,2
4,6719,7696,14415,-977,9,7,2
8,6177,11851,18028,-5674,9,7,2
4,32103,29913,62016,2190,9,7,2
1,31070,29659,60729,1411,9,7,2
6,17240,18288,35528,-1048,9,7,2
19,2421,2726,5147,-305,9,7,2
2,31249,33464,64713,-2215,9,7,2
6,12942,11840,24782,1102,9,7,2
11,11265,12029,23294,-764,9,7,2
7,6298,6431,12729,-133,9,7,2
15,2907,2899,5806,8,9,7,2
3,1560,1222,2782,338,9,7,2
7,16849,15135,31984,1714,9,7,2
6,16857,16952,33809,-95,9,7,2
8,5708,4669,10377,1039,9,7,2
8,29372,28661,58033,711,9,7,2
11,9603,9269,18872,334,9,7,2
3,20632,23267,43899,-2635,9,7,2
6,21442,22902,44344,-1460,9,7,2
2,17836,15976,33812,1860,9,7,2
5,5740,5683,11423,57,9,7,2
12,5274,4896,10170,378,9,7,2
12,5372,4352,9724,1020,9,7,2
6,21249,21947,43196,-698,9,7,2
13,4372,3952,8324,420,9,7,2
7,12435,11776,24211,659,9,7,2
19,111,78,189,33,9,7,2
4,17960,16021,33981,1939,9,7,2
3,10085,8812,18897,1273,9,7,2
20,4242,4047,8289,195,9,7,2
8,21035,21218,42253,-183,9,7,2
1,20465,24138,44603,-3673,9,7,2
11,7756,7337,15093,419,9,7,2
23,2583,2007,4590,576,9,7,2
17,3461,3544,7005,-83,9,7,2
1,26569,26991,53560,-422,9,7,2
6,9027,9056,18083,-29,9,7,2
18,5356,4819,10175,537,9,7,2
20,2545,1944,4489,601,9,7,2
11,12767,13600,26367,-833,9,7,2
15,497,448,945,49,9,7,2
21,5703,5015,10718,688,9,7,2
2,11608,10699,22307,909,9,7,2
2,12702,12774,25476,-72,9,7,2
23,14908,11421,26329,3487,9,7,2
5,10863,11310,22173,-447,9,7,2
12,3912,3403,7315,509,9,7,2
25,6223,6117,12340,106,9,7,2
12,7054,6613,13667,441,9,7,2
18,8496,7790,16286,706,9,7,2
2,5561,6035,11596,-474,9,7,2
25,13191,11258,24449,1933,9,7,2
1,1415,1459,2874,-44,9,7,2
12,6831,6432,13263,399,9,7,2
6,10542,12080,22622,-1538,9,7,2
12,8217,5287,13504,2930,9,7,2
25,2829,2185,5014,644,9,7,2
14,3928,3845,7773,83,9,7,2
14,4696,4171,8867,525,9,7,2
2,8057,8189,16246,-132,9,7,2
5,3071,3202,6273,-131,9,7,2
11,21018,21500,42518,-482,9,7,2
5,10812,9984,20796,828,9,7,2
3,20845,21156,42001,-311,9,7,2
0,11967,11093,23060,874,9,7,2
4,3302,3957,7259,-655,9,7,2
1,13992,15709,29701,-1717,9,7,2
3,17109,14959,32068,2150,9,7,2
2,11446,13106,24552,-1660,9,7,2
12,2912,3142,6054,-230,9,7,2
12,3452,3462,6914,-10,9,7,2
0,9222,9507,18729,-285,9,7,2
5,8755,9046,17801,-291,9,7,2
14,17618,17619,35237,-1,9,7,2
14,15079,14348,29427,731,9,7,2
3,1603,1682,3285,-79,9,7,2
8,2287,1662,3949,625,9,7,2
11,8795,9617,18412,-822,9,7,2
4,9290,9354,18644,-64,9,7,2
9,1288,1172,2460,116,9,7,2
8,13429,12735,26164,694,9,7,2
16,16100,14893,30993,1207,9,7,2
13,3231,2750,5981,481,9,7,2
5,16457,17987,34444,-1530,9,7,2
1,24422,26274,50696,-1852,9,7,2
6,11660,11165,22825,495,9,7,2
4,11716,12041,23757,-325,9,7,2
16,11172,10339,21511,833,9,7,2
8,13851,13584,27435,267,9,7,2
23,8490,8669,17159,-179,9,7,2
6,14819,13786,28605,1033,9,7,2
15,4612,4452,9064,160,9,7,2
4,6953,6712,13665,241,9,7,2
4,8341,7815,16156,526,9,7,2
4,15911,16198,32109,-287,9,7,2
5,16302,14137,30439,2165,9,7,2
25,9153,8626,17779,527,9,7,2
5,16122,16957,33079,-835,9,7,2
12,10860,10809,21669,51,9,7,2
18,16744,15616,32360,1128,9,7,2
18,4405,4380,8785,25,9,7,2
2,14065,13392,27457,673,9,7,2
18,5970,5543,11513,427,9,7,2
6,11303,10943,22246,360,9,7,2
6,17736,17088,34824,648,9,7,2
3,25850,26446,52296,-596,9,7,2
4,9667,10125,19792,-458,9,7,2
11,11168,11049,22217,119,9,7,2
18,22260,22850,45110,-590,9,7,2
7,5048,4060,9108,988,9,7,2
4,19300,20469,39769,-1169,9,7,2
7,6519,6590,13109,-71,9,7,2
2,4429,4495,8924,-66,9,7,2
1,24593,25412,50005,-819,9,7,2
13,5873,5844,11717,29,9,7,2
7,23233,24751,47984,-1518,9,7,2
18,17068,18281,35349,-1213,9,7,2
4,18406,18401,36807,5,9,7,2
3,17397,16913,34310,484,9,7,2
3,29845,29339,59184,506,9,7,2
21,4945,4729,9674,216,9,7,2
6,6920,6555,13475,365,9,7,2
4,22998,23951,46949,-953,9,7,2
1,22040,22717,44757,-677,9,7,2
4,7993,8113,16106,-120,9,7,2
12,11015,10633,21648,382,9,7,2
4,7335,6959,14294,376,9,7,2
24,1306,1218,2524,88,9,7,2
13,8075,7727,15802,348,9,7,2
23,10841,10936,21777,-95,9,7,2
15,75,65,140,10,9,7,2
14,7862,7607,15469,255,9,7,2
5,2541,2552,5093,-11,9,7,2
17,29090,29363,58453,-273,9,7,2
15,3468,3270,6738,198,9,7,2
11,18686,18478,37164,208,9,7,2
20,3285,3012,6297,273,9,7,2
6,8617,8614,17231,3,9,7,2
20,2013,2156,4169,-143,9,7,2
20,7221,7591,14812,-370,9,7,2
5,8765,7899,16664,866,9,7,2
22,1926,1784,3710,142,9,7,2
12,1654,1558,3212,96,9,7,2
18,3114,2707,5821,407,9,7,2
7,10609,8819,19428,1790,9,7,2
24,1522,1492,3014,30,9,7,2
9,19187,19481,38668,-294,9,7,2
1,26609,24359,50968,2250,9,7,2
5,10149,9458,19607,691,9,7,2
14,9852,9005,18857,847,9,7,2
10,2548,2370,4918,178,9,7,2
14,36637,36560,73197,77,9,7,2
6,1,0,1,1,9,7,2
14,30579,32845,63424,-2266,9,7,2
22,7505,7216,14721,289,9,7,2
22,2996,2611,5607,385,9,7,2
5,4873,4831,9704,42,9,7,2
2,17909,18953,36862,-1044,9,7,2
6,17721,17631,35352,90,9,7,2
3,28657,23471,52128,5186,9,7,2
1,42197,45699,87896,-3502,9,7,2
15,2612,2711,5323,-99,9,7,2
19,5692,4875,10567,817,9,7,2
8,4343,4075,8418,268,9,7,2
21,17354,18895,36249,-1541,9,7,2
7,5850,5819,11669,31,9,7,2
3,5949,6630,12579,-681,9,7,2
5,8138,7002,15140,1136,9,7,2
10,2883,2495,5378,388,9,7,2
1,58361,59748,118109,-1387,9,7,2
9,8564,8925,17489,-361,9,7,2
23,22896,21847,44743,1049,9,7,2
22,2237,2416,4653,-179,9,7,2
22,2812,2858,5670,-46,9,7,2
9,7673,7044,14717,629,9,7,2
18,6207,5817,12024,390,9,7,2
3,21215,19782,40997,1433,9,7,2
6,14550,13993,28543,557,9,7,2
21,18382,18664,37046,-282,9,7,2
25,6489,6212,12701,277,9,7,2
6,18741,18045,36786,696,9,7,2
5,10504,12165,22669,-1661,9,7,2
1,16162,15616,31778,546,9,7,2
5,7774,7179,14953,595,9,7,2
4,16536,14957,31493,1579,9,7,2
15,310,304,614,6,9,7,2
5,14521,13187,27708,1334,9,7,2
20,2479,3183,5662,-704,9,7,2
8,7319,7121,14440,198,9,7,2
13,2808,2840,5648,-32,9,7,2
4,22975,23288,46263,-313,9,7,2
11,1555,1386,2941,169,9,7,2
12,2469,2241,4710,228,9,7,2
20,7951,7393,15344,558,9,7,2
1,53938,51633,105571,2305,9,7,2
18,12761,13022,25783,-261,9,7,2
0,48689,54143,102832,-5454,9,7,2
16,9095,9895,18990,-800,9,7,2
13,5245,7142,12387,-1897,9,7,2
11,6149,2896,9045,3253,9,7,2
3,13120,21266,34386,-8146,9,7,2
20,2638,2813,5451,-175,9,7,2
20,3238,2687,5925,551,9,7,2
11,9506,8138,17644,1368,9,7,2
1,25168,24083,49251,1085,9,7,2
18,26781,27304,54085,-523,9,7,2
12,9546,10339,19885,-793,9,7,2
5,14273,14855,29128,-582,9,7,2
11,10661,9566,20227,1095,9,7,2
7,8303,9252,17555,-949,9,7,2
9,9786,8562,18348,1224,9,7,2
9,7120,6860,13980,260,9,7,2
18,15160,22614,37774,-7454,9,7,2
1,63589,56696,120285,6893,9,7,2
17,9340,8076,17416,1264,9,7,2
8,10226,9463,19689,763,9,7,2
9,11683,12651,24334,-968,9,7,2
18,8880,9545,18425,-665,9,7,2
11,17885,17151,35036,734,9,7,2
1,40672,45103,85775,-4431,9,7,2
3,25491,23723,49214,1768,9,7,2
22,4642,4782,9424,-140,9,7,2
11,7255,6924,14179,331,9,7,2
11,3478,3239,6717,239,9,7,2
11,3373,3126,6499,247,9,7,2
10,363,343,706,20,9,7,2
19,5995,5594,11589,401,9,7,2
14,9840,9872,19712,-32,9,7,2
12,2793,2396,5189,397,9,7,2
22,2900,2745,5645,155,9,7,2
22,6907,6408,13315,499,9,7,2
14,30427,30319,60746,108,9,7,2
19,2727,2427,5154,300,9,7,2
4,7164,6510,13674,654,9,7,2
11,5146,4673,9819,473,9,7,2
7,9561,9349,18910,212,9,7,2
9,5611,5955,11566,-344,9,7,2
18,15084,14974,30058,110,9,7,2
6,14071,13676,27747,395,9,7,2
21,4727,3740,8467,987,9,7,2
13,3175,3298,6473,-123,9,7,2
2,18574,19560,38134,-986,9,7,2
18,14594,16188,30782,-1594,9,7,2
11,39635,43478,83113,-3843,9,7,2
18,8931,7623,16554,1308,9,7,2
18,13760,14959,28719,-1199,9,7,2
3,37221,37704,74925,-483,9,7,2
7,5984,5453,11437,531,9,7,2
3,17367,16623,33990,744,9,7,2
6,18090,18185,36275,-95,9,7,2
19,4523,4142,8665,381,9,7,2
0,26756,26857,53613,-101,9,7,2
1,27013,26303,53316,710,9,7,2
18,5382,5180,10562,202,9,7,2
4,7351,7551,14902,-200,9,7,2
4,4583,4758,9341,-175,9,7,2
11,10293,8557,18850,1736,9,7,2
21,2076,1828,3904,248,9,7,2
15,2570,2296,4866,274,9,7,2
8,33372,32328,65700,1044,9,7,2
1,1912,2078,3990,-166,9,7,2
5,9942,10394,20336,-452,9,7,2
1,16005,16469,32474,-464,9,7,2
1,27717,26410,54127,1307,9,7,2
6,17241,16095,33336,1146,9,7,2
11,4428,4419,8847,9,9,7,2
1,52231,52292,104523,-61,9,7,2
10,1796,1619,3415,177,9,7,2
20,1738,2301,4039,-563,9,7,2
1,63124,59157,122281,3967,9,7,2
8,4967,4221,9188,746,9,7,2
8,4252,4283,8535,-31,9,7,2
8,7777,7466,15243,311,9,7,2
2,31726,33133,64859,-1407,9,7,2
1,3885,3719,7604,166,9,7,2
22,2536,2476,5012,60,9,7,2
0,15493,14655,30148,838,9,7,2
3,19390,21276,40666,-1886,9,7,2
25,280,232,512,48,9,7,2
12,9458,8602,18060,856,9,7,2
4,15670,12507,28177,3163,9,7,2
1,11491,11645,23136,-154,9,7,2
24,3295,3036,6331,259,9,7,2
13,1227,1587,2814,-360,9,7,2
1,42586,42791,85377,-205,9,7,2
19,1929,2037,3966,-108,9,7,2
6,12821,12066,24887,755,9,7,2
7,4479,4941,9420,-462,9,7,2
3,32052,29662,61714,2390,9,7,2
24,3361,3019,6380,342,9,7,2
24,4156,4241,8397,-85,9,7,2
25,700,692,1392,8,9,7,2
4,16438,15730,32168,708,9,7,2
1,12335,11476,23811,859,9,7,2
2,24976,25885,50861,-909,9,7,2
21,12441,11407,23848,1034,9,7,2
5,17281,17233,34514,48,9,7,2
11,30176,29790,59966,386,9,7,2
7,21142,18480,39622,2662,9,7,2
2,36187,39039,75226,-2852,9,7,2
18,21128,23639,44767,-2511,9,7,2
4,7628,7464,15092,164,9,7,2
13,8863,8786,17649,77,9,7,2
19,449,349,798,100,9,7,2
18,28749,30423,59172,-1674,9,7,2
5,4122,4034,8156,88,9,7,2
2,14638,14043,28681,595,9,7,2
25,1994,2083,4077,-89,9,7,2
25,3511,3311,6822,200,9,7,2
2,42056,45171,87227,-3115,9,7,2
25,854,696,1550,158,9,7,2
12,9050,8375,17425,675,9,7,2
1,7969,7993,15962,-24,9,7,2
8,11083,11211,22294,-128,9,7,2
